video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=BtZdmnyJP5s&pp=ygUGQ29saW1h,/@worldaudrey3256,World Audrey,"Colima City, Mexico (subtitulado)","2,8K weergaven",1 jaar geleden,Colima City is a small city of palm trees that we visited as a family. The clean Neoclassical downtown is beautiful and the plazas ...,2024-01-28 23:45:24.322402
/watch?v=btqiPxtgTxc&pp=ygUGQ29saW1h,/@AnselmoRecords2,Anselmo 2.0,ESTRENO 2021 | LA VACA DE COLIMA | GERARDO DIAZ Y SU GERARQUIA,"1,1 mln. weergaven",2 jaar geleden,Tienda Para Fans https://teespring.com/en/AnselmoRecords Email Para Promocionar Su Musica : AnselmoT.V@outlook.com,2024-01-28 23:45:24.326589
/watch?v=ltpY063yUmY&pp=ygUGQ29saW1h,/@RoadshowPBS,Antiques Roadshow PBS,"Colima Pottery Dog Figure, 200 BC - 200 AD | Somethings Wild | Preview",344K weergaven,5 jaar geleden,Uncover an animal attraction to a collection of critters and creatures in this all-new ANTIQUES ROADSHOW special episode!,2024-01-28 23:45:24.328229
/watch?v=V7uWuA6G-TI&pp=ygUGQ29saW1h,/@euronews,euronews,Mexico's Colima Volcano,83K weergaven,7 jaar geleden,"Mexico's Colima Volcano increased its activity on Friday, forcing the evacuation of several nearby communities. Dramatic ...",2024-01-28 23:45:24.330505
/watch?v=DFuc8eJXC6Y&pp=ygUGQ29saW1h,/@SpanishandGo,Spanish and Go,The Fire and Snow Volcanos of Colima - The Most Active Volcano in Mexico,26K weergaven,6 jaar geleden,"This video is about The Volcanos of Colima. Visit ""El Volcán de Fuego"", Mexico's most active volcano, and ""El Nevado"" one of the ...",2024-01-28 23:45:24.334007
/watch?v=-77zp0Qcoz4&pp=ygUGQ29saW1h,/@YoloCamotes,Yolo Camotes,40 cosas que quiza no sabias del estado de Colima – donde domina el dios de fuego,96K weergaven,3 jaar geleden,"Colima, donde sus playas, la selva, sus habitantes, el ambiente cálido y su impresionante geográfia, abundante en flora y fauna, ...",2024-01-28 23:45:24.336968
/watch?v=shp65vVTwHY&pp=ygUGQ29saW1h,/@yeshuaismyredeemer,Yeshua My Redeemer,"What they don’t  tell about Las Hadas,Manzanillo Colima. #trending , #travel  #mexico  Ajijic","4,6K weergaven",6 maanden geleden,"Hello Youtube family My family and I went to Manzanillo and it was a super nice trip that I recommend to everyone, hope you like ...",2024-01-28 23:45:24.338196
/watch?v=u5yp3K3MApQ&pp=ygUGQ29saW1h,/@viveelfolklore,Vive el Folklore,Ballet de la Universidad de Colima - Colima,10K weergaven,2 jaar geleden,Simplemente hermoso el Ballet de la Universidad de Colima - Colima ¡Qué lo disfruten! #ViveElFolklore Website: ...,2024-01-28 23:45:24.339474
/watch?v=avw5ZoSDOVo&pp=ygUGQ29saW1h,/@BailaBailaDanceAcademy,Baila! Baila! Dance Academy,Jarabe De Colima - Machetes,16K weergaven,3 jaar geleden,Baila! Baila! Dance Academy performs El Jarabe De Colima at their annual Christmas in New MexicoTM production - 2018 ...,2024-01-28 23:45:24.340710
/watch?v=7Hc8TCSAqK8&pp=ygUGQ29saW1h,/@viveelfolklore,Vive el Folklore,Danza de los Apaches -  Colima,29K weergaven,2 jaar geleden,Danza de los Apaches - Colima Vidanza México Profa. Jessica Navarro #ViveElFolklore Website: https://bit.ly/2YLBlnW ...,2024-01-28 23:45:24.341937
/watch?v=Fr5fOH2JcvA&pp=ygUGQ29saW1h,/@Davidpedrozaa,Davidpedrozaa,Manzanillo Colima | Drone footage 4K,"2,8K weergaven",1 jaar geleden,Tomas realizadas en: Manzanillo Centro | Las brisas | Salahua | Santiago | La boquita Trabajo realizado con dji mavic mini 2 ...,2024-01-28 23:45:24.343107
/watch?v=gj7ChAdkEfk&pp=ygUGQ29saW1h,/@FernandoTapia,FT Music,"Los Arleyez ""Miguelito El De Colima"" [Inedita] 2020",34K weergaven,4 jaar geleden,En Vivo Desde Visalia Califronia.,2024-01-28 23:45:24.344422
/watch?v=dqaGXqGGBFE&pp=ygUGQ29saW1h,/channel/UCyyrushITu7HT-IDbNxLZbA,PONCEmusic,Pønce - Colima,"3,4K weergaven",2 jaar geleden,1987 Films Dirección: Raúl Zendejas y Paulina Urreta Producción: 1987 Films Fotografía: Raúl Zendejas Edición: Raúl Zendejas ...,2024-01-28 23:45:24.345850
/watch?v=AENAp5Pl8mc&pp=ygUGQ29saW1h,/@lopezobrador,Andrés Manuel López Obrador,"Reporte del sismo con la gobernadora de Colima, Indira Vizcaíno Silva",38K weergaven,1 jaar geleden,"Reporte del sismo con la gobernadora de Colima, Indira Vizcaíno Silva. Lunes 19 de septiembre 2022 | Presidente AMLO.",2024-01-28 23:45:34.815916
/watch?v=8Pr9IJZdOtI&pp=ygUGQ29saW1h,/@SEDENAmxOficial,SEDENAmx,Nuestras Raíces “Colima: Novela de Pedro Páramo (Fragmento)”.,"5,7K weergaven",1 jaar geleden,El personal del #EjércitoMexicano y la #FuerzaAéreaMx te invitan a conoce #NuestrasRaíces en el estado de Colima. Suscríbete ...,2024-01-28 23:45:34.818448
/watch?v=MTk7QP3Ge0E&pp=ygUGQ29saW1h,/@RecorriendoMiTierra,Recorriendo Mi Tierra,"Los infaltables de Colima | Sopitos, Pozole Seco, Enchiladas, La Cumbre, Piedra Lisa y más",331K weergaven,2 jaar geleden,"Hace unas semanas estuvimos visitando el bello Estado de Colima en donde recorrimos algunos rincones de la capital, en este ...",2024-01-28 23:45:34.823769
/watch?v=196LdBu_xIw&pp=ygUGQ29saW1h,/@AssociatedPress,Associated Press,Raw: Mexico's Colima Volcano Erupts,46K weergaven,7 jaar geleden,"Mexico's Colima volcano erupted twice in the last 24 hours, sending ash into the sky and lava flowing down its sides.",2024-01-28 23:45:34.833705
/watch?v=mrwEXl0FjwA&pp=ygUGQ29saW1h,/@ELTUCO25,ELTUCO25,Mariachi Vargas de Tecalitlan      Camino Real de Colima,"1,3 mln. weergaven",15 jaar geleden,vargas camino real de colima.,2024-01-28 23:45:34.838125
/watch?v=vHCOkgJlljc&pp=ygUGQ29saW1h,/@SOYTAPATIO,SOY TAPATÍO,COLIMA 2023 / la “PUERTA Comercial” MÁS IMPORTANTE de MÉXICO! / del MAR a la MONTAÑA,17K weergaven,1 jaar geleden,"Hoy conoceremos, y recorreremos, uno de los estados que ofrece: tanto playas extraordinarias como altas montañas o volcanes.",2024-01-28 23:45:34.840801
/watch?v=K6DjTOYYllM&pp=ygUGQ29saW1h,/@milenio,MILENIO,Activan operativo 'Montaña Blanca' ante presencia de nieve en volcán de Colima,"6,8K weergaven",1 maand geleden,"Después de varios años, amanecieron nevados el Volcán de Fuego y el Nevado de Colima. #NoticiasMilenio #colima #operativo ...",2024-01-28 23:45:34.843275
/watch?v=WtSfQsDJsEI&pp=ygUGQ29saW1h,/@ClauChasesColors,Clau Chases Colors,"WE MADE IT TO MANZANILLO, COLIMA!",15K weergaven,2 jaar geleden,"Hi friends! Thank you for being here! In today's video, I share our short stop in Manzanillo, Colima, where we ate and the places ...",2024-01-28 23:45:34.847944
/watch?v=U2GBEpGRqrY&pp=ygUGQ29saW1h,/@LA_FABRICA_DEL_REPARO,RANCHO EL AGUAJE OFICIAL,"¡¡¡SOLD OUT!!! LA PETATERA VILLA DE ALVAREZ, COLIMA | REY DE MÉXICO EDICIÓN 2023 | RANCHO EL AGUAJE",141K weergaven,11 maanden geleden,No olvides suscribirte a nuestro canal si te gusta nuestro contenido! así nos apoyas a seguir creciendo !,2024-01-28 23:45:34.850790
/watch?v=tecdhye_9IQ&pp=ygUGQ29saW1h,/channel/UCAWC9doC-0TOXSplSyjM0TA,Banda Imperio De Colima,Banda Imperio De Colima - Malas Rachas (En Vivo),55K weergaven,6 maanden geleden,"Music video by Banda Imperio De Colima performing ""Malas Rachas (En Vivo)"". © 2023 Discos Mx.",2024-01-28 23:45:34.855126
/watch?v=XrJ7VTSBGBE&pp=ygUGQ29saW1h,/@milenio,MILENIO,En Colima reciben el 2024 con innovador espectáculo iluminado,"1,8K weergaven",3 weken geleden,El gobierno del estado de Colima recibió más de 8 mil personas con un programa gratuito de actividades entre vuelo de ...,2024-01-28 23:45:34.857703
/watch?v=PY710uylThM&pp=ygUGQ29saW1h,/@MundoCuriosoYMas,Mundo Curioso Y Mas.,"😮COLIMA la Ciudad mas Peligrosa del Mundo, México - Ciudades Peligrosas de México.","5,5K weergaven",10 maanden geleden,EN ESTE VIDEO VEREMOS DE POR QUE COLIMA SE CONVIRTIO EN LA CIUDAD MAS PELIGROSA DEL MUNDO SEGUN UN ...,2024-01-28 23:45:34.860770
/watch?v=JmgNa_K-Zcg&pp=ygUGQ29saW1h,/@stradamusicoff,StradaMusic,"Por Colima - Los De La Suerte, Harvey Valencia (video Oficial)","8,9K weergaven",5 maanden geleden,By Los De La Suerte Director: Volcán Media & StradaMusic Ingeniero Audio: Ivan Auirre Producción de Audio: StradaMusic ...,2024-01-28 23:45:34.863461
/watch?v=S6XcF9L2hSc&pp=ygUGQ29saW1h,/channel/UCUjrDJokSX8JavRwy5iUOkA,Franco Escamilla,"Franco Escamilla.- ""Medios en Colima"", ""No disparen al gorila"" y ""Quejas""",15 mln. weergaven,7 jaar geleden,Recuerda descargar la aplicación oficial de Franco Escamilla Para iOS https://goo.gl/jXQoeE Para Google Play ...,2024-01-28 23:45:34.866254
/watch?v=t_gY2RBV0TA&pp=ygUGQ29saW1h,/@CanalOnceIPN,Canal Once,Los Once Más de Colima,667K weergaven,12 jaar geleden,"Un espacio para echar a volar la imaginación ante las múltiples posibilidades que hay al elegir, votar y configurar una lista --tú ...",2024-01-28 23:45:34.869530
/watch?v=A4nwri-U4to&pp=ygUGQ29saW1h,/@BrincosDierasOficial,Brincos Dieras Oficial,FERIA DE TODOS LOS SANTOS - COLIMA,"1,3 mln. weergaven",2 weken geleden,HOLA QUE TAL MI GENTE❗❗ COMO ESTAN❓❓ NUEVO VIDEO desde Colima... echenme porras porque las voy a ...,2024-01-28 23:45:34.871881
/watch?v=YXVldu770WM&pp=ygUGQ29saW1h,/@JorgeDeLeonMx,Jorge De León,Ascenso al volcán Nevado de Colima - El mejor Parque Nacional de México,715K weergaven,2 jaar geleden,"Alcanzar la cima del punto más alto del occidente México, el majestuoso Nevado de Colima un antiguo macizo volcánico ubicado ...",2024-01-28 23:45:45.358030
/watch?v=nE85oWjEaOI&pp=ygUGQ29saW1h,/@pacoloco2,KompaPako,Grupo Doble M- De Colima A Michoacan [Inedita En Vivo] 4K 2021,20K weergaven,3 jaar geleden,"kompapako #corridos2021 Suscribete, apoya y comparte.. Visita nuestras redes... https://www.instagram.com/kompapako/ ...",2024-01-28 23:45:45.365199
/watch?v=EFrAbPjPs7w&pp=ygUGQ29saW1h,/@canal22,Canal22,Colima gastronomía,128K weergaven,5 jaar geleden,"Cada región del país ha logrado conformar su propia identidad, la cual se plasma en este programa en el que, además, ...",2024-01-28 23:45:45.368103
/watch?v=UKdw1ulpcqo&pp=ygUGQ29saW1h,/@hnbmusic7755,HNB MUSIC,PAYO FUENTES  - EL DE COLIMA (official),10K weergaven,9 maanden geleden,"en este video te presentamos a payo fuentes con este corridon titulado""el de colima"" esperamos sea de su agrado mi gente ,y ...",2024-01-28 23:45:45.371180
/watch?v=FJ4y_M5BkEo&pp=ygUGQ29saW1h,/@vozdeamerica,Voz de América,"Colima, la ciudad más violenta del mundo",14K weergaven,10 maanden geleden,"Por sexto año consecutivo, una ciudad mexicana encabeza la lista de las 50 más violentas del mundo. La clasificación global la ...",2024-01-28 23:45:45.374180
/watch?v=h_6AJX0vV4A&pp=ygUGQ29saW1h,/@Visitmex,Visitmex,Colima,25K weergaven,10 jaar geleden,"Colima es mágico, un estado donde el tiempo se ha detenido y a la vez se viven las aventuras mas grandes en sus ríos a máxima ...",2024-01-28 23:45:45.377050
/watch?v=xqJ1QUD5emk&pp=ygUGQ29saW1h,/@milenio,MILENIO,Asesinan a dos personas tras salir de un restaurante en Colima,9K weergaven,3 weken geleden,"Se ha registrado el primer ataque armado de este 2024 en Colima, teniendo como víctimas a dos personas que aún no se define ...",2024-01-28 23:45:45.383463
/watch?v=8EYgrOTnxsk&pp=ygUGQ29saW1h,/@musicadearranque,Musica de Arranque (Suscribete),Los Inquietos del Norte - Soy de Colima,122K weergaven,5 jaar geleden,"© EAGLE MUSIC, INC #LosInquietosDelNorte #Corridos #RegionalMexicano #InquietosDelNorte #LosMejoresCorridos ...",2024-01-28 23:45:45.387378
/watch?v=HcS3MQW6_NU&pp=ygUGQ29saW1h,/@SinPostal,Sin Postal,COLIMA ► Que hacer⁉️  | 4 Lugares PARA VISITAR 💙| VLOG SIN POSTAL,132K weergaven,5 jaar geleden,"Llegamos al estado de Colima, donde hicimos un recorrido pasando por 1) tres lagunas con vista al Volcán de Fuego, ...",2024-01-28 23:45:45.392310
/watch?v=xmKt2yox3-s&pp=ygUGQ29saW1h,/@RecorriendoMiTierra,Recorriendo Mi Tierra,La mejor sal de #mexico se extrae de #colima,25K weergaven,8 maanden geleden,"Este video me fascino, el conocer todo el proceso para la obtención de uno de los ingredientes más valioso de nuestras cocinas ...",2024-01-28 23:45:45.395284
/watch?v=WvyejrbjpO8&pp=ygUGQ29saW1h,/@gobiernomunicipaldecolima3500,Gobierno Municipal de Colima,Colima es considera la segunda mejor ciudad para vivir en México.,"4,8K weergaven",2 jaar geleden,Cada rincón de nuestro municipio tiene magia y un gran valor. Colima es considera la segunda mejor ciudad para vivir en México ...,2024-01-28 23:45:45.398039
/watch?v=cwuOshBrwvs&pp=ygUGQ29saW1h,/@lopezobrador,Andrés Manuel López Obrador,Terminaremos la autopista Colima-Guadalajara,262K weergaven,1 jaar geleden,Terminaremos la autopista Colima-Guadalajara. Domingo 07 de agosto 2022 | Presidente AMLO. A finales de este año ...,2024-01-28 23:45:45.401277
/watch?v=wZfM76yjJBE&pp=ygUGQ29saW1h,/@ImagenNoticias,Imagen Noticias,Trágico accidente en la carretera Guadalajara-Colima | Imagen GDL con Fabiola Anaya,"7,9K weergaven",1 maand geleden,"Un trágico accidente se registró esta mañana en el kilómetro 118 de la autopista Guadalajara-Colima, donde cuatro tráileres se ...",2024-01-28 23:45:45.404108
/watch?v=_RJY2mCLi5k&pp=ygUGQ29saW1h,/@nmas,NMás,"Colima, la ciudad más violenta del mundo - Despierta","1,4K weergaven",11 maanden geleden,"De acuerdo con el Consejo Ciudadano para la Seguridad Pública y la Justicia Penal, Colima es la ciudad más violenta del ...",2024-01-28 23:45:45.407135
